,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
493,94,"""Small Town Boy""",Dustin Lynch,2017,Small Town Boy,False,https://i.scdn.co/image/ab67616d0000b2734686b4078ad5eb92315d28e0,2017-09-08,https://p.scdn.co/mp3-preview/4496a1d534cba2e7d33bdf3514037e000039efa6?cid=914d599079cf414bb7441d9c09e8dd1d
494,95,"""Everyday We Lit""",YFN Lucci featuring PnB Rock,2017,Everyday We Lit (feat. PnB Rock),True,https://i.scdn.co/image/ab67616d0000b273abe654ca27d5c3fd3ddf51fa,2017-03-03,https://p.scdn.co/mp3-preview/0bd91124fdb0e2f530c9884813393ff4193fc9ae?cid=914d599079cf414bb7441d9c09e8dd1d
495,96,"""Havana""",Camila Cabello featuring Young Thug,2017,Havana (feat. Young Thug),False,https://i.scdn.co/image/ab67616d0000b2736eb0b9e73adcf04e4ed3eca4,2018-01-12,https://p.scdn.co/mp3-preview/dde842d9c212b2acdd3dcbefa41f2b41b198ec8f?cid=914d599079cf414bb7441d9c09e8dd1d
496,97,"""What Lovers Do""",Maroon 5 featuring SZA,2017,What Lovers Do (feat. SZA),False,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,
497,98,"""Do Re Mi""",Blackbear,2017,do re mi,True,https://i.scdn.co/image/ab67616d0000b2736c112ab47442b526755ffe36,2017-04-21,https://p.scdn.co/mp3-preview/82f57e9d11cb3b254af98ff0b28c8a85831d7d56?cid=914d599079cf414bb7441d9c09e8dd1d
498,99,"""Look at Me!""",XXXTentacion,2017,Look At Me!,True,https://i.scdn.co/image/ab67616d0000b27371af28545729f60b3eca66f7,2017-02-20,https://p.scdn.co/mp3-preview/8e7a9bbc76e20e3f5020c0420a9c0a1e63634bac?cid=914d599079cf414bb7441d9c09e8dd1d
499,100,"""The Fighter""",Keith Urban featuring Carrie Underwood,2017,The Fighter,False,https://i.scdn.co/image/ab67616d0000b27354cf35cdbebd3ff59e9328b4,2016-05-06,
500,1,"""Love Yourself""",Justin Bieber,2016,Love Yourself,False,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-13,
501,2,"""Sorry""",Justin Bieber,2016,Sorry Bout That,True,https://i.scdn.co/image/ab67616d0000b27387b1f578fa40d6ac504b57d7,2021-06-10,https://p.scdn.co/mp3-preview/b6009222c449a901e64c6429c1f8b1de4efe284b?cid=914d599079cf414bb7441d9c09e8dd1d
502,3,"""One Dance""",Drake featuring Wizkid and Kyla,2016,One Dance,False,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
503,4,"""Work""",Rihanna featuring Drake,2016,Work Out,True,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,2011-09-27,
504,5,"""Stressed Out""",Twenty One Pilots,2016,Stressed Out,False,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3,2015-05-15,https://p.scdn.co/mp3-preview/4d82e9c363b235d0c66bceeb745c988831149d44?cid=914d599079cf414bb7441d9c09e8dd1d
505,6,"""Panda""",Desiigner,2016,Panda,True,https://i.scdn.co/image/ab67616d0000b273584ad36d1712bc9d51e797ff,2016-02-26,
506,7,"""Hello""",Adele,2016,Hello (feat. A Boogie Wit da Hoodie),True,https://i.scdn.co/image/ab67616d0000b27346e1307c35579c3483ea7b03,2020-07-20,
507,8,"""Don't Let Me Down""",The Chainsmokers featuring Daya,2016,Don't Let Me Down,False,https://i.scdn.co/image/ab67616d0000b273df7cddc2d32ef9df762d5a30,2016-02-05,https://p.scdn.co/mp3-preview/e3b81f0f3532f58bd0eb554d0cc9e3f24e8f290c?cid=914d599079cf414bb7441d9c09e8dd1d
508,9,"""Can't Stop the Feeling!""",Justin Timberlake,2016,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",False,https://i.scdn.co/image/ab67616d0000b273d965d29d7dcf46ade5a8a7e4,2016-09-23,https://p.scdn.co/mp3-preview/3f3eadf07c7c28762b4307d63a28039048b4e63b?cid=914d599079cf414bb7441d9c09e8dd1d
509,10,"""Closer""",The Chainsmokers featuring Halsey,2016,Closer,False,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2016-07-29,https://p.scdn.co/mp3-preview/aacaac1614505dbb3eb2045a31f2c0cb70e7aa59?cid=914d599079cf414bb7441d9c09e8dd1d
510,11,"""Cheap Thrills""",Sia featuring Sean Paul,2016,Cheap Thrills,False,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837,2016-10-21,https://p.scdn.co/mp3-preview/97785e152d46e770f840a37c52acb296e16e2b6d?cid=914d599079cf414bb7441d9c09e8dd1d
511,12,"""7 Years""",Lukas Graham,2016,7 Years,False,https://i.scdn.co/image/ab67616d0000b2732d94d0f04e9a58d1654b760b,2016-04-01,https://p.scdn.co/mp3-preview/7ce6f47335f7513a448d434b81475a93c048eba4?cid=914d599079cf414bb7441d9c09e8dd1d
512,13,"""Needed Me""",Rihanna,2016,Needed Me,True,https://i.scdn.co/image/ab67616d0000b27333c6b920eabcf4c00d7a1093,2016-01-28,
513,14,"""My House""",Flo Rida,2016,My House,False,https://i.scdn.co/image/ab67616d0000b2737947bf3e8af32378de181b41,2015-04-07,https://p.scdn.co/mp3-preview/a7f75cdd3e9031ad206f5677f85b2c39d3cbd29a?cid=914d599079cf414bb7441d9c09e8dd1d
514,15,"""I Took a Pill in Ibiza""",Mike Posner,2016,I Took A Pill In Ibiza - Seeb Remix,True,https://i.scdn.co/image/ab67616d0000b273a19be7aca4a1fcd6e8a42c62,2016-05-06,
515,16,"""Work from Home""",Fifth Harmony featuring Ty Dolla Sign,2016,Work from Home (feat. Ty Dolla $ign),False,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,2016-05-27,https://p.scdn.co/mp3-preview/c1be899f064420cbc8a5e7e91d9c32c4e327dd41?cid=914d599079cf414bb7441d9c09e8dd1d
516,17,"""This Is What You Came For""",Calvin Harris featuring Rihanna,2016,This Is What You Came For (feat. Rihanna),False,https://i.scdn.co/image/ab67616d0000b273d9aa52355e062f5de060adbf,2016-04-29,https://p.scdn.co/mp3-preview/d4ae5e0e14fb874904a6af23869a9eb96234d88e?cid=914d599079cf414bb7441d9c09e8dd1d
517,18,"""Cake by the Ocean""",DNCE,2016,Cake By The Ocean,True,https://i.scdn.co/image/ab67616d0000b2738d0a75346badc30c8b845be9,2016-11-18,
518,19,"""Me, Myself & I""",G-Eazy and Bebe Rexha,2016,"Me, Myself & I",True,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,2015-12-04,https://p.scdn.co/mp3-preview/af1c51213be4a3741dda5180198566ad86366976?cid=914d599079cf414bb7441d9c09e8dd1d
519,20,"""Ride""",Twenty One Pilots,2016,Ride,False,https://i.scdn.co/image/ab67616d0000b273de03bfc2991fd5bcfde65ba3,2015-05-15,https://p.scdn.co/mp3-preview/c6011d475d777067dbe2907abd3ae133e8b2a828?cid=914d599079cf414bb7441d9c09e8dd1d
520,21,"""Heathens""",Twenty One Pilots,2016,Heathens,False,https://i.scdn.co/image/ab67616d0000b2732ca3ba8f334ca5a5f0312efb,2016-06-16,https://p.scdn.co/mp3-preview/1eec0afcc9b808702506c14bb5a03f084d1051f8?cid=914d599079cf414bb7441d9c09e8dd1d
521,22,"""Pillowtalk""",Zayn,2016,PILLOWTALK,True,https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,2016-03-25,https://p.scdn.co/mp3-preview/eaf2d16e695d4fafda8cfc96f4dc6adefb82956f?cid=914d599079cf414bb7441d9c09e8dd1d
522,23,"""Stitches""",Shawn Mendes,2016,Stitches,False,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,2015-04-14,
523,24,"""Hotline Bling""",Drake,2016,Hotline Bling,False,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
524,25,"""Cold Water""",Major Lazer featuring Justin Bieber and MØ,2016,Cold Water,False,https://i.scdn.co/image/ab67616d0000b2733d2ab503fa064e2050a7d115,2016-07-22,
525,26,"""Send My Love (To Your New Lover)""",Adele,2016,Send My Love (To Your New Lover),False,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,2015-11-20,https://p.scdn.co/mp3-preview/a71388f93134b0da5347ac61075fa8ae143b3803?cid=914d599079cf414bb7441d9c09e8dd1d
526,27,"""Roses""",The Chainsmokers featuring Rozes,2016,Roses,False,https://i.scdn.co/image/ab67616d0000b2738d2cfad007b9431f48aef135,2015-06-16,https://p.scdn.co/mp3-preview/5b5c3ae091f821ba0f038d89743fe4e8da7f99a6?cid=914d599079cf414bb7441d9c09e8dd1d
527,28,"""Treat You Better""",Shawn Mendes,2016,Treat You Better,False,https://i.scdn.co/image/ab67616d0000b2731376b4b16f4bfcba02dc571b,2017-04-20,
528,29,"""Too Good""",Drake featuring Rihanna,2016,Too Good,True,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
529,30,"""Low Life""",Future featuring The Weeknd,2016,Low Life (feat. The Weeknd),True,https://i.scdn.co/image/ab67616d0000b273626745b3aa04899001a924ad,2016-04-13,https://p.scdn.co/mp3-preview/8f3b3b294bb9f16a6a6491d1a31a36ed2d474555?cid=914d599079cf414bb7441d9c09e8dd1d
530,31,"""What Do You Mean?""",Justin Bieber,2016,What Do You Mean?,False,https://i.scdn.co/image/ab67616d0000b273f46b9d202509a8f7384b90de,2015-11-13,
531,32,"""The Hills""",The Weeknd,2016,The Hills,True,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
532,33,"""Just Like Fire""",P!nk,2016,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",False,https://i.scdn.co/image/ab67616d0000b2732002a63b1572e5cd031ab78f,2016-04-15,https://p.scdn.co/mp3-preview/635fa015c695c635eb5578b81d465595e53753a0?cid=914d599079cf414bb7441d9c09e8dd1d
533,34,"""Broccoli""",DRAM featuring Lil Yachty,2016,Broccoli,True,https://i.scdn.co/image/ab67616d0000b273fdeac207b7369d188cb2221c,2016-04-06,https://p.scdn.co/mp3-preview/c9940b3db54007c7b6605e37240f460bdc8d2f5c?cid=914d599079cf414bb7441d9c09e8dd1d
534,35,"""Don't""",Bryson Tiller,2016,Don't,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4366b96eb84c2d0005a3830bc5e5753375a23363?cid=914d599079cf414bb7441d9c09e8dd1d
535,36,"""Dangerous Woman""",Ariana Grande,2016,Dangerous Woman,False,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,
536,37,"""Jumpman""",Drake and Future,2016,Jumpman,True,https://i.scdn.co/image/ab67616d0000b273d6adfbd3f091d6f2b9af6507,2015-09-20,
537,38,"""I Hate U, I Love U""",Gnash featuring Olivia O'Brien,2016,"i hate u, i love u (feat. olivia o'brien)",True,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,2016-03-25,https://p.scdn.co/mp3-preview/5e77c234feb6f88529d346f2a906dbc07aa914af?cid=914d599079cf414bb7441d9c09e8dd1d
538,39,"""Here""",Alessia Cara,2016,Here Comes The Sun - Remastered 2009,False,https://i.scdn.co/image/ab67616d0000b273dc30583ba717007b00cceb25,1969-09-26,
539,40,"""Same Old Love""",Selena Gomez,2016,Same Old Love,False,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,2015-10-09,
540,41,"""Controlla""",Drake,2016,Controlla,True,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
541,42,"""Like I'm Gonna Lose You""",Meghan Trainor featuring John Legend,2016,Like I'm Gonna Lose You (feat. John Legend),False,https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,2015-01-09,https://p.scdn.co/mp3-preview/f805735098a1642309b2bf01d6beb74aa22478e6?cid=914d599079cf414bb7441d9c09e8dd1d
542,43,"""One Call Away""",Charlie Puth,2016,One Call Away,False,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,2016-01-29,https://p.scdn.co/mp3-preview/8e6aa8f4eeef389ece3f0a173f7c2aad4d21e84d?cid=914d599079cf414bb7441d9c09e8dd1d
543,44,"""Let It Go""",James Bay,2016,Let It Go,False,https://i.scdn.co/image/ab67616d0000b273b36f5e7575a59b21aef432f2,2014-12-15,
544,45,"""No""",Meghan Trainor,2016,No Role Modelz,True,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8,2014-12-09,
545,46,"""Never Forget You""",Zara Larsson and MNEK,2016,Never Forget You,False,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,2017-03-17,https://p.scdn.co/mp3-preview/ffa9279140efd58fa454f14f33060a4680789d6c?cid=914d599079cf414bb7441d9c09e8dd1d
546,47,"""Let Me Love You""",DJ Snake featuring Justin Bieber,2016,Let Me Love You,False,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,2016-08-05,
547,48,"""Don't Mind""",Kent Jones,2016,Don't Mind,True,https://i.scdn.co/image/ab67616d0000b273d46a9d869530328d7de85652,2016-04-25,https://p.scdn.co/mp3-preview/b17886fbe5644c01a8e74d4a1cbd7d05559a8144?cid=914d599079cf414bb7441d9c09e8dd1d
548,49,"""H.O.L.Y.""",Florida Georgia Line,2016,H.O.L.Y.,False,https://i.scdn.co/image/ab67616d0000b27305f4943d0f3a292234e74ab8,2016-08-26,
549,50,"""We Don't Talk Anymore""",Charlie Puth featuring Selena Gomez,2016,We Don't Talk Anymore (feat. Selena Gomez),False,https://i.scdn.co/image/ab67616d0000b2734fe297c018e495a97662e5ac,2016-01-29,https://p.scdn.co/mp3-preview/0b61b7c36bd426086481769a4bb2e08cc417a01b?cid=914d599079cf414bb7441d9c09e8dd1d
550,51,"""Into You""",Ariana Grande,2016,Into You,False,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,
551,52,"""Gold""",Kiiara,2016,Gold Digger,True,https://i.scdn.co/image/ab67616d0000b273428d2255141c2119409a31b2,2005-08-30,
552,53,"""Exchange""",Bryson Tiller,2016,Exchange,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4dc058b1d6ed2716602a6e2387503cfb98597ba6?cid=914d599079cf414bb7441d9c09e8dd1d
553,54,"""679""",Fetty Wap featuring Remy Boyz,2016,679 (feat. Remy Boyz),True,https://i.scdn.co/image/ab67616d0000b2731769fa68b9643ca67c4d44ce,2015-06-29,https://p.scdn.co/mp3-preview/1bfdf966666378a6984063ef0631860e5286d587?cid=914d599079cf414bb7441d9c09e8dd1d
554,55,"""Oui""",Jeremih,2016,oui,False,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,2015-12-04,
555,56,"""Hands to Myself""",Selena Gomez,2016,Hands To Myself,False,https://i.scdn.co/image/ab67616d0000b273e6f5ed9a9059f686965ba90a,2015-10-09,
556,57,"""2 Phones""",Kevin Gates,2016,2 Phones,True,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,2016-01-29,https://p.scdn.co/mp3-preview/105edb45142ae879f75571d7546e495771d55c2b?cid=914d599079cf414bb7441d9c09e8dd1d
557,58,"""Starboy""",The Weeknd featuring Daft Punk,2016,Starboy,True,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2016-11-25,
558,59,"""For Free""",DJ Khaled featuring Drake,2016,For Free (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b2738c624614f33197bace0e11c4,2016-08-05,https://p.scdn.co/mp3-preview/e57d8f660b9f89e4d9021945c7b28809c80a1157?cid=914d599079cf414bb7441d9c09e8dd1d
559,60,"""Never Be Like You""",Flume featuring Kai,2016,Never Be Like You (feat. Kai),True,https://i.scdn.co/image/ab67616d0000b273750d4a1b362296d1b815a223,2016-05-27,https://p.scdn.co/mp3-preview/458557f006530cbc7cd0877191438d18b4d05414?cid=914d599079cf414bb7441d9c09e8dd1d
560,61,"""In the Night""",The Weeknd,2016,In The Night,True,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
561,62,"""Me Too""",Meghan Trainor,2016,Me Too,True,https://i.scdn.co/image/ab67616d0000b273de876c64c4540805b0697f61,2018-09-28,https://p.scdn.co/mp3-preview/16d8cffe22ad9d87c81977fe9022d7fc79861136?cid=914d599079cf414bb7441d9c09e8dd1d
562,63,"""Ex's & Oh's""",Elle King,2016,Ex's & Oh's,False,https://i.scdn.co/image/ab67616d0000b273eb5a4a3ad6b9548ce4ca2c03,2015-02-13,https://p.scdn.co/mp3-preview/da4a73ba23893464ecb38fc0e7be99fe20dfc3b7?cid=914d599079cf414bb7441d9c09e8dd1d
563,64,"""Die a Happy Man""",Thomas Rhett,2016,Die A Happy Man,False,https://i.scdn.co/image/ab67616d0000b273f00a1acf866539632b187ea0,2015-01-01,
564,65,"""White Iverson""",Post Malone,2016,White Iverson,True,https://i.scdn.co/image/ab67616d0000b27355404f712deb84d0650a4b41,2016-12-09,
565,66,"""Close""",Nick Jonas featuring Tove Lo,2016,Closer,False,https://i.scdn.co/image/ab67616d0000b273495ce6da9aeb159e94eaa453,2016-07-29,https://p.scdn.co/mp3-preview/aacaac1614505dbb3eb2045a31f2c0cb70e7aa59?cid=914d599079cf414bb7441d9c09e8dd1d
566,67,"""Unsteady""",X Ambassadors,2016,Unsteady,False,https://i.scdn.co/image/ab67616d0000b27352e8aa3275f7a3ee9c1e3628,2015-06-30,
567,68,"""Sucker for Pain""","Lil Wayne, Wiz Khalifa and Imagine Dragons with Logic and Ty Dolla Sign featuring X Ambassadors",2016,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)",True,https://i.scdn.co/image/ab67616d0000b2737d8dfcfd507069d7f2062caf,2016-06-24,https://p.scdn.co/mp3-preview/d0b392ff9e4e4a2631ecf3f81556a6e5d3952a5b?cid=914d599079cf414bb7441d9c09e8dd1d
568,69,"""Down in the DM""",Yo Gotti featuring Nicki Minaj,2016,Down In the DM (feat. Nicki Minaj) - Remix,True,https://i.scdn.co/image/ab67616d0000b273c8c70753a009d425129d5372,2016-02-19,https://p.scdn.co/mp3-preview/ce3a393713079b5587a2e3951f9842d13cbbadd1?cid=914d599079cf414bb7441d9c09e8dd1d
569,70,"""Luv""",Tory Lanez,2016,Luv Is Dro (feat. Static Major & Bryson Tiller),True,https://i.scdn.co/image/ab67616d0000b273aeb14ead136118a987246b63,2020-12-11,https://p.scdn.co/mp3-preview/526fac9bf5fe2761ffef453f439de6fe5b43dd0b?cid=914d599079cf414bb7441d9c09e8dd1d
570,71,"""Sorry""",Beyoncé,2016,Sorry Bout That,True,https://i.scdn.co/image/ab67616d0000b27387b1f578fa40d6ac504b57d7,2021-06-10,https://p.scdn.co/mp3-preview/b6009222c449a901e64c6429c1f8b1de4efe284b?cid=914d599079cf414bb7441d9c09e8dd1d
571,72,"""Can't Feel My Face""",The Weeknd,2016,Can't Feel My Face,False,https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2015-08-28,
572,73,"""Hymn for the Weekend""",Coldplay,2016,Hymn for the Weekend,False,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,2015-12-04,https://p.scdn.co/mp3-preview/b14e14b9e6c1dbe07461d078a88194363c64e1bf?cid=914d599079cf414bb7441d9c09e8dd1d
573,74,"""Say It""",Tory Lanez,2016,Say It,True,https://i.scdn.co/image/ab67616d0000b2739f7ce2227875fd3d645fb5d6,2016-08-19,
574,75,"""Antidote""",Travis Scott,2016,Antidote,True,https://i.scdn.co/image/ab67616d0000b2737433176f037e0ba14190c34f,2015-09-04,https://p.scdn.co/mp3-preview/6eb248e92afb947cfa2c52b84396f8873d76a01c?cid=914d599079cf414bb7441d9c09e8dd1d
575,76,"""Lost Boy""",Ruth B,2016,Lost Boy,False,https://i.scdn.co/image/ab67616d0000b2731ad149489625bd3b7d9ea6a2,2015-08-21,https://p.scdn.co/mp3-preview/8c0e578bff7b1553a0bf0a56f01670310214af64?cid=914d599079cf414bb7441d9c09e8dd1d
576,77,"""Side to Side""",Ariana Grande featuring Nicki Minaj,2016,Side To Side,True,https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2016-05-20,
577,78,"""Sit Still, Look Pretty""",Daya,2016,"Sit Still, Look Pretty",False,https://i.scdn.co/image/ab67616d0000b2730dafb636aafb59400f5f39ed,2016-10-07,https://p.scdn.co/mp3-preview/c4bf4c6b2c0535878b87eb02508aae2609cab79f?cid=914d599079cf414bb7441d9c09e8dd1d
578,79,"""Wildest Dreams""",Taylor Swift,2016,Wildest Dreams,False,https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2014-10-27,
579,80,"""Middle""",DJ Snake featuring Bipolar Sunshine,2016,MIDDLE OF THE NIGHT,False,https://i.scdn.co/image/ab67616d0000b27353a2e11c1bde700722fecd2e,2020-01-10,https://p.scdn.co/mp3-preview/01c7e5d3addb5c2f8535145f0136087836882525?cid=914d599079cf414bb7441d9c09e8dd1d
580,81,"""On My Mind""",Ellie Goulding,2016,On My Mind,False,https://i.scdn.co/image/ab67616d0000b27341cdac44ad3dd7f37fd8e9a9,2021-03-12,https://p.scdn.co/mp3-preview/67e0911897bde2df49a5224e1430dd7b4bab59fb?cid=914d599079cf414bb7441d9c09e8dd1d
581,82,"""Pop Style""",Drake featuring Jay-Z and Kanye West[a],2016,Pop Style,True,https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2016-05-06,
582,83,"""When We Were Young""",Adele,2016,When We Were Young,False,https://i.scdn.co/image/ab67616d0000b2732e88d7f65e6bea2a05202c14,2015-11-20,https://p.scdn.co/mp3-preview/7af11217eccfb267032b8b480d93915f18c64f46?cid=914d599079cf414bb7441d9c09e8dd1d
583,84,"""Hide Away""",Daya,2016,Hide Away,False,https://i.scdn.co/image/ab67616d0000b2730dafb636aafb59400f5f39ed,2016-10-07,https://p.scdn.co/mp3-preview/1854b3c4ccff7d0fcd06aac0db69502ea3e8413f?cid=914d599079cf414bb7441d9c09e8dd1d
584,85,"""Lean On""",Major Lazer and DJ Snake featuring MØ,2016,Lean On,False,https://i.scdn.co/image/ab67616d0000b273548910835dbfaf3f79a1dc46,2015-11-27,https://p.scdn.co/mp3-preview/554f717643d8609879a39f0605383d39f60e9484?cid=914d599079cf414bb7441d9c09e8dd1d
585,86,"""I Know What You Did Last Summer""",Shawn Mendes and Camila Cabello,2016,I Know What You Did Last Summer,False,https://i.scdn.co/image/ab67616d0000b273d26246b23c8bfa8ce543b3bb,2015-04-14,
586,87,"""All the Way Up""",Fat Joe and Remy Ma featuring French Montana and Infared,2016,All The Way Up,True,https://i.scdn.co/image/91f40b5a93fcd4c30a74fcda4a995bd2aa0ffac2,2016-03-02,https://p.scdn.co/mp3-preview/b912776cfad3a2240cefc9abea7543ba72487e30?cid=914d599079cf414bb7441d9c09e8dd1d
587,88,"""Watch Me""",Silentó,2016,Watch Me (Whip / Nae Nae),False,https://i.scdn.co/image/ab67616d0000b2735a5aa346c3d8f54d4762125e,2015-05-04,
588,89,"""Back to Sleep""",Chris Brown,2016,Back To Sleep,True,https://i.scdn.co/image/ab67616d0000b273ff2b8f3e3482f9375ca347e5,2015-12-18,https://p.scdn.co/mp3-preview/51d23be2c475b36154e3f3f5a05282b588a200d7?cid=914d599079cf414bb7441d9c09e8dd1d
589,90,"""No Limit""",Usher featuring Young Thug,2016,No Limit,True,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,2017-12-15,https://p.scdn.co/mp3-preview/0591d0e11984a4801a496a4d9270e9f89cbd973a?cid=914d599079cf414bb7441d9c09e8dd1d
590,91,"""Cut It""",O.T. Genasis featuring Young Dolph,2016,Cut It (feat. Young Dolph),True,https://i.scdn.co/image/ab67616d0000b2737d0faf9840d5be7ad16b6e05,2015-09-25,https://p.scdn.co/mp3-preview/3587d11980950b4cef53b7bbd2ccfec1125935a5?cid=914d599079cf414bb7441d9c09e8dd1d
591,92,"""Really Really""",Kevin Gates,2016,Really Really,True,https://i.scdn.co/image/ab67616d0000b2739b78cdf77301fc50d06423b3,2016-01-29,https://p.scdn.co/mp3-preview/603a904972f059e1a67de91a5045347066014683?cid=914d599079cf414bb7441d9c09e8dd1d
592,93,"""All In My Head (Flex)""",Fifth Harmony featuring Fetty Wap,2016,All In My Head (Flex) (feat. Fetty Wap),False,https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,2016-05-27,https://p.scdn.co/mp3-preview/4e8f37af78ce18aeda4844762931015deecb87d5?cid=914d599079cf414bb7441d9c09e8dd1d
593,94,"""Starving""",Hailee Steinfeld and Grey featuring Zedd,2016,Starving,False,https://i.scdn.co/image/ab67616d0000b2730506a838892be6229dca857b,2016-07-22,
594,95,"""Adventure of a Lifetime""",Coldplay,2016,Adventure of a Lifetime,False,https://i.scdn.co/image/ab67616d0000b2738ff7c3580d429c8212b9a3b6,2015-12-04,https://p.scdn.co/mp3-preview/ed5d624b7d819b6ad55f7267aeadb1d789d9cc1a?cid=914d599079cf414bb7441d9c09e8dd1d
595,96,"""Humble and Kind""",Tim McGraw,2016,Humble And Kind,False,https://i.scdn.co/image/ab67616d0000b2734e3efb30c7b2e3ac54bf75ba,2015-01-01,
596,97,"""Wicked""",Future,2016,Wicked Witch,True,https://i.scdn.co/image/ab67616d0000b27304791a385c035c1642c80b8f,2021-12-03,https://p.scdn.co/mp3-preview/7934a7310f17c1c4282405bcc40b9d60d2840b08?cid=914d599079cf414bb7441d9c09e8dd1d
597,98,"""Tiimmy Turner""",Desiigner,2016,Tiimmy Turner,True,https://i.scdn.co/image/ab67616d0000b27335243e14634fea3e3cfe3121,2016-07-22,
598,99,"""See You Again""",Wiz Khalifa featuring Charlie Puth,2016,See You Again (feat. Kali Uchis),True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,2017-07-21,https://p.scdn.co/mp3-preview/e6c4c9656721fe0a042b61be26adbb57c7032a73?cid=914d599079cf414bb7441d9c09e8dd1d
599,100,"""Perfect""",One Direction,2016,Perfect,False,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2017-03-03,https://p.scdn.co/mp3-preview/229419b7fe43f4aa963e8ed8eecabc4b87c4958e?cid=914d599079cf414bb7441d9c09e8dd1d
600,1,"""Uptown Funk""",Mark Ronson featuring Bruno Mars,2015,Uptown Funk (feat. Bruno Mars),True,https://i.scdn.co/image/ab67616d0000b273e419ccba0baa8bd3f3d7abf2,2015-01-12,https://p.scdn.co/mp3-preview/afbf5c171d105f72280a844472ac03ac9fd3c5af?cid=914d599079cf414bb7441d9c09e8dd1d
601,2,"""Thinking Out Loud""",Ed Sheeran,2015,Thinking out Loud,False,https://i.scdn.co/image/ab67616d0000b27313b3e37318a0c247b550bccd,2014-06-21,https://p.scdn.co/mp3-preview/f6e44fbb82eda462c977397d1f16e2a4ab05e3f3?cid=914d599079cf414bb7441d9c09e8dd1d
602,3,"""See You Again""",Wiz Khalifa featuring Charlie Puth,2015,See You Again (feat. Kali Uchis),True,https://i.scdn.co/image/ab67616d0000b2738940ac99f49e44f59e6f7fb3,2017-07-21,https://p.scdn.co/mp3-preview/e6c4c9656721fe0a042b61be26adbb57c7032a73?cid=914d599079cf414bb7441d9c09e8dd1d
