,No.,Title,Artist(s),Year,spo_name,spo_id,explicit,images,release_date,preview_url,itunes_name,apple_id,genre,trackTime,trackView
747,48,"""The Man""",Aloe Blacc,2014,The Man,3RauEVgRgj1IuWdJ9fDs70,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2019-08-23,,The Man,1440823190,Pop,254884,https://music.apple.com/us/album/the-man/1440823188?i=1440823190&uo=4
748,49,"""This Is How We Roll""",Florida Georgia Line featuring Luke Bryan,2014,This Is How We Roll,2TR7A4ulH9R1PNwMyd8o8U,False,https://i.scdn.co/image/ab67616d0000b273b908d0a877b7169921ff0934,2013-01-01,,This Is How We Roll (feat. Luke Bryan),1452859162,Country,222420,https://music.apple.com/us/album/this-is-how-we-roll-feat-luke-bryan/1452858253?i=1452859162&uo=4
749,50,"""Classic""",MKTO,2014,Classic,6FE2iI43OZnszFLuLtvvmg,False,https://i.scdn.co/image/ab67616d0000b273a3aa50c6d18d38be136bd67d,2012,https://p.scdn.co/mp3-preview/c2f5d9652b4b1c272a8e57ab533a148c3bb4396c?cid=914d599079cf414bb7441d9c09e8dd1d,Classic,878051990,Pop,175427,https://music.apple.com/us/album/classic/878051979?i=878051990&uo=4
750,51,"""A Sky Full of Stars""",Coldplay,2014,A Sky Full of Stars,0FDzzruyVECATHXKHFs9eJ,False,https://i.scdn.co/image/ab67616d0000b273f864bcdcc245f06831d17ae0,2014-05-19,https://p.scdn.co/mp3-preview/8b1a700cf45f091ec3e6c03f0697c47c30097930?cid=914d599079cf414bb7441d9c09e8dd1d,A Sky Full of Stars,829910927,Alternative,268466,https://music.apple.com/us/album/a-sky-full-of-stars/829909653?i=829910927&uo=4
751,52,"""Don't""",Ed Sheeran,2014,Don't,1TUuhV75FeOF6UObRsABo2,True,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,2015-10-02,https://p.scdn.co/mp3-preview/4366b96eb84c2d0005a3830bc5e5753375a23363?cid=914d599079cf414bb7441d9c09e8dd1d,Hearts Don't Break Around Here,1031354882,Pop,248413,https://music.apple.com/us/album/hearts-dont-break-around-here/1193701079?i=1193701441&uo=4
752,53,"""Na Na""",Trey Songz,2014,Na Na,5maiP9UMnTSgoxPX8X3bdz,False,https://i.scdn.co/image/ab67616d0000b27328f6251e4f1bcba3380bac06,2014-07-01,https://p.scdn.co/mp3-preview/ee712cc831af5e4fae89dba3db1a9bdda28e2d22?cid=914d599079cf414bb7441d9c09e8dd1d,Na Na,886332097,R&B/Soul,231790,https://music.apple.com/us/album/na-na/886332086?i=886332097&uo=4
753,54,"""Hot Boy""",Bobby Shmurda,2014,Hot Boy,3CC5PxMdqgN1Urt1S28BSv,True,https://i.scdn.co/image/ab67616d0000b2737451941ecc8090d900e72205,2020-11-26,https://p.scdn.co/mp3-preview/099292623befdd79979ba49e6e3954f1a639f3ab?cid=914d599079cf414bb7441d9c09e8dd1d,Hot Boy,186325575,Hip-Hop/Rap,194147,https://music.apple.com/us/album/hot-boy/928680655?i=928680786&uo=4
754,55,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,2014,"Hold On, We're Going Home",2aSC2xhRxOLiiZZVjhbylH,False,https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d,2013-01-01,,"Hold On, We're Going Home (feat. Majid Jordan)",739771144,Hip-Hop/Rap,231193,https://music.apple.com/us/album/hold-on-were-going-home-feat-majid-jordan/1440829462?i=1440829630&uo=4
755,56,"""Sing""",Ed Sheeran,2014,Single Saturday Night,4LiMQ6G9n84rDUBs9wtwz6,False,https://i.scdn.co/image/ab67616d0000b2735114081644fbd7ab2cdc8f1e,2020-05-22,https://p.scdn.co/mp3-preview/05e52f26b56170a7ea06b889b8c737c532f95ca6?cid=914d599079cf414bb7441d9c09e8dd1d,Drunk,398265951,Pop,200093,https://music.apple.com/us/album/drunk/448213992?i=448213998&uo=4
756,57,"""Radioactive""",Imagine Dragons,2014,Radioactive,4G8gkOterJn0Ywt6uhqbhp,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,Radioactive (feat. Kendrick Lamar),1440873126,Alternative,282668,https://music.apple.com/us/album/radioactive-feat-kendrick-lamar/1445055473?i=1445055476&uo=4
757,58,"""My Hitta""",YG featuring Jeezy and Rich Homie Quan,2014,My Hitta,5G47DlluL671zo0k3OhoSm,False,https://i.scdn.co/image/ab67616d0000b273885faa3cffa32587d23ddce8,2013-01-01,,My Hitta (feat. Jeezy & Rich Homie Quan),1561734136,Hip-Hop/Rap,235632,https://music.apple.com/us/album/my-hitta-feat-jeezy-rich-homie-quan/1445309546?i=1445309551&uo=4
758,59,"""Cool Kids""",Echosmith,2014,Cool Kids,13P5rwmk2EsoFRIz9UCeh9,False,https://i.scdn.co/image/ab67616d0000b273106fa02aaa287ec63af85aae,2013-10-04,https://p.scdn.co/mp3-preview/e9ad57c6ad935b73a9491c8553d126e6a090aa8c?cid=914d599079cf414bb7441d9c09e8dd1d,Cool Kids (RAC Mix),924487455,Alternative,259329,https://music.apple.com/us/album/cool-kids-rac-mix/942818502?i=942818504&uo=4
759,60,"""Hey Brother""",Avicii,2014,Hey Brother,4lhqb6JvbHId48OUJGwymk,False,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,2013-01-01,,Hey Brother,1440873108,House,254062,https://music.apple.com/us/album/hey-brother/1440872730?i=1440873108&uo=4
760,61,"""Trumpets""",Jason Derulo,2014,Trumpets,5KONnBIQ9LqCxyeSPin26k,False,https://i.scdn.co/image/ab67616d0000b2730376bdff8b70d934f297303e,2013-09-10,https://p.scdn.co/mp3-preview/80c73ae11a13762fde0968e70effb1763cf29aa2?cid=914d599079cf414bb7441d9c09e8dd1d,Trumpets,840381892,Pop,217419,https://music.apple.com/us/album/trumpets/840381885?i=840381892&uo=4
761,62,"""Animals""",Maroon 5,2014,Animals,2bL2gyO6kBdLkNSkxXNh6x,False,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,2014-09-02,,Animals,1445290389,Pop,231079,https://music.apple.com/us/album/animals/1422651829?i=1422651844&uo=4
762,63,"""Burnin' It Down""",Jason Aldean,2014,Burnin' It Down,5HJqpDspKDKwQpLjvkcIsD,False,https://i.scdn.co/image/ab67616d0000b273d85a4237f346a6f1fa14064d,2014-10-07,https://p.scdn.co/mp3-preview/9824568f5216b3e65aba4a2623ed1da03e8cb1b8?cid=914d599079cf414bb7441d9c09e8dd1d,Burnin' It Down,1271528773,Country,219278,https://music.apple.com/us/album/burnin-it-down/1271528528?i=1271528773&uo=4
763,64,"""Play It Again""",Luke Bryan,2014,Play It Again,03fT3OHB9KyMtGMt2zwqCT,False,https://i.scdn.co/image/ab67616d0000b27316fce2616744168b30462991,2013-01-01,,Play It Again,1440862261,Country,226867,https://music.apple.com/us/album/play-it-again/1440861846?i=1440862261&uo=4
764,65,"""2 On""",Tinashe featuring ScHoolboy Q,2014,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,True,https://i.scdn.co/image/ab67616d0000b27381a584f39cad5c1c6a6e9e50,2014-10-01,https://p.scdn.co/mp3-preview/7204d5d349ab0b5459ab5dfcbc3bda2402e13cd0?cid=914d599079cf414bb7441d9c09e8dd1d,2 On (feat. ScHoolboy Q),911472254,R&B/Soul,227000,https://music.apple.com/us/album/2-on-feat-schoolboy-q/911472229?i=911472254&uo=4
765,66,"""Dirt""",Florida Georgia Line,2014,Dirt Road Anthem,2qYsSHsYkihWx043HVJQRV,False,https://i.scdn.co/image/ab67616d0000b27330fb8097859c939e15124037,2010-11-02,https://p.scdn.co/mp3-preview/6a4b0968729a4ca8ba24d116146448d362c5d83d?cid=914d599079cf414bb7441d9c09e8dd1d,Dirt,1445889887,Country,228173,https://music.apple.com/us/album/dirt-acoustic-remix/1444619401?i=1444619403&uo=4
766,67,"""Love Runs Out""",OneRepublic,2014,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,False,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,,Love Runs Out,1440664008,Pop,222987,https://music.apple.com/us/album/love-runs-out/1440663594?i=1440664008&uo=4
767,68,"""Bottoms Up""",Brantley Gilbert,2014,Bottoms Up (feat. Nicki Minaj),4AYX69oFP3UOS1CFmV9UfO,True,https://i.scdn.co/image/ab67616d0000b27384bb915bae941f5ea159d64d,2010-09-14,https://p.scdn.co/mp3-preview/d4bd8c423d4669217ab8a76429a7520c819ea36b?cid=914d599079cf414bb7441d9c09e8dd1d,Bottoms Up (feat. T.I.),1443204309,Country,222936,https://music.apple.com/us/album/bottoms-up-feat-t-i/1443203331?i=1443204309&uo=4
768,69,"""Shower""",Becky G,2014,Shower,3DmW6y7wTEYHJZlLo1r6XJ,False,https://i.scdn.co/image/ab67616d0000b273f7f5503cfc6a54d31e65b112,2014-04-23,https://p.scdn.co/mp3-preview/b493475829f4abb2c7a7e55376356d1a934f6317?cid=914d599079cf414bb7441d9c09e8dd1d,Shower,1185959426,Pop,206167,https://music.apple.com/us/album/shower/868199032?i=868199261&uo=4
769,70,"""Me and My Broken Heart""",Rixton,2014,Me And My Broken Heart,1oew3nFNY3vMacJAsvry0S,False,https://i.scdn.co/image/ab67616d0000b273647377a36072bd08e44dd32b,2014-01-01,,Me and My Broken Heart,1443257277,Pop,193975,https://music.apple.com/us/album/me-and-my-broken-heart/1444998862?i=1444998867&uo=4
770,71,"""Animals""",Martin Garrix,2014,Animals,2bL2gyO6kBdLkNSkxXNh6x,False,https://i.scdn.co/image/ab67616d0000b273442b53773d50e1b5369bb16c,2014-09-02,,Animals,1445290389,Dance,198480,https://music.apple.com/us/album/animals-victor-niglio-martin-garrix-festival-trap-mix/1445145620?i=1445145626&uo=4
771,72,"""Lifestyle""",Rich Gang featuring Young Thug and Rich Homie Quan,2014,Lifestyle,7DTlsMOQjGysXHpwwpHuPl,True,https://i.scdn.co/image/ab67616d0000b273f0246c408dccfca67fdf8d9a,2014-06-05,,Lifestyle (feat. Young Thug & Rich Homie Quan),1445283827,Hip-Hop/Rap,269637,https://music.apple.com/us/album/lifestyle-feat-young-thug-rich-homie-quan/1445283826?i=1445283827&uo=4
772,73,"""American Kids""",Kenny Chesney,2014,American Kids,1dgWTMoHwTUnQhOQ8SR5fV,False,https://i.scdn.co/image/ab67616d0000b2730dafd3fe4c2795f4ffb5a2ea,2014-09-22,https://p.scdn.co/mp3-preview/7dd53c58055b79039b1d2001c200ed67c98dcb3e?cid=914d599079cf414bb7441d9c09e8dd1d,American Kids,1279943865,Country,330427,https://music.apple.com/us/album/american-kids-live/1279941826?i=1279943865&uo=4
773,74,"""Brave""",Sara Bareilles,2014,Brave,6Uy6K3KdmUdAfelUp0SeXn,False,https://i.scdn.co/image/ab67616d0000b273022b4010e20659300f42c375,2013-07-16,https://p.scdn.co/mp3-preview/d138243fe36727cb94a7b5242ba80e9b46c32b60?cid=914d599079cf414bb7441d9c09e8dd1d,Sara Bareilles: Brave Enough - Live at the Variety Playhouse,883909811,Concert Films,5114198,https://itunes.apple.com/us/movie/sara-bareilles-brave-enough-live-at-the-variety-playhouse/id715205006?uo=4
774,75,"""Sweater Weather""",The Neighbourhood,2014,Sweater Weather,2QjOHCTQ1Jl3zawyYOpxh6,False,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,2013-04-19,https://p.scdn.co/mp3-preview/387541e6cab7e39e27acdb2c80ae6274b1182836?cid=914d599079cf414bb7441d9c09e8dd1d,Sweater Weather,635016640,Alternative,240400,https://music.apple.com/us/album/sweater-weather/635016635?i=635016640&uo=4
775,76,"""Leave the Night On""",Sam Hunt,2014,Leave The Night On,3wx2kQWPn9p5UppQbNhPAk,False,https://i.scdn.co/image/ab67616d0000b2739e6b694939f7495f67a0de33,2014-10-27,,Leave the Night On,1440858333,Country,192223,https://music.apple.com/us/album/leave-the-night-on/1440858319?i=1440858333&uo=4
776,77,"""New Flame""",Chris Brown featuring Usher and Rick Ross,2014,New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,True,https://i.scdn.co/image/ab67616d0000b273d7a62d8635f92472d57d5f8d,2014-09-16,https://p.scdn.co/mp3-preview/0ca71193410a3e9deb66248748dd2a44ab7430e3?cid=914d599079cf414bb7441d9c09e8dd1d,New Flame (feat. Usher & Rick Ross),920685997,R&B/Soul,244136,https://music.apple.com/us/album/new-flame-feat-usher-rick-ross/920685975?i=920685997&uo=4
777,78,"""Love Never Felt So Good""",Michael Jackson and Justin Timberlake,2014,Love Never Felt So Good,48td6xvpokdYwvbl3JIiXP,False,https://i.scdn.co/image/ab67616d0000b273ed81569cdc08ab5c2dc5bd91,2014-05-09,https://p.scdn.co/mp3-preview/70c92bc2a7064a990ab290cad48a7f15be1f9b54?cid=914d599079cf414bb7441d9c09e8dd1d,Love Never Felt So Good,850697815,Pop,245671,https://music.apple.com/us/album/love-never-felt-so-good/850697616?i=850697815&uo=4
778,79,"""Drunk on a Plane""",Dierks Bentley,2014,Drunk On A Plane,1soxUgYIZb1qx1c7o1Lc7z,False,https://i.scdn.co/image/ab67616d0000b2732fbffba1f6cce197ece58ea6,2014-01-01,,Drunk On a Plane,1440859596,Country,254467,https://music.apple.com/us/album/drunk-on-a-plane/1440859574?i=1440859596&uo=4
779,80,"""Birthday""",Katy Perry,2014,Birthday Cake,7dDrR6vMK1JAwZZ5MIWgme,False,https://i.scdn.co/image/ab67616d0000b273361cec20e931ac0c2298ee3c,2022-02-02,https://p.scdn.co/mp3-preview/25af17050950810fd129652ce9e6f4a633a2c8cd?cid=914d599079cf414bb7441d9c09e8dd1d,Birthday,1440731570,Pop,265430,https://music.apple.com/us/album/birthday-cash-cash-remix/1444318811?i=1444318814&uo=4
780,81,"""Bartender""",Lady Antebellum,2014,Bartender (feat. Akon),1RGIjMFMgJxkZHMDXVYzOJ,True,https://i.scdn.co/image/ab67616d0000b273baf2f329d4feeb19761eddf4,2007-06-05,https://p.scdn.co/mp3-preview/aff29348f4c9df157c71f845be1d8eba597b910a?cid=914d599079cf414bb7441d9c09e8dd1d,Bartender,261553002,Country,198275,https://music.apple.com/us/album/bartender/1443882967?i=1443883592&uo=4
781,82,"""La La La""",Naughty Boy featuring Sam Smith,2014,La La Land (feat. YG),4oM9DGUTrRaXJDypxxHztZ,True,https://i.scdn.co/image/ab67616d0000b2733cb8f03094ae914122dde0e0,2019-09-06,https://p.scdn.co/mp3-preview/e795cadbe222f0dad4c1c585124bd6b5a971587c?cid=914d599079cf414bb7441d9c09e8dd1d,La La La (feat. Sam Smith),266797417,Pop,222200,https://music.apple.com/us/album/la-la-la-feat-sam-smith/1443257658?i=1443257774&uo=4
782,83,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,2014,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,False,https://i.scdn.co/image/ab67616d0000b273bf4733171d920f2a62b24713,2013-01-01,,Blurred Lines (feat. T.I. & Pharrell),1443274106,Pop,262652,https://music.apple.com/us/album/blurred-lines-feat-t-i-pharrell/1443274094?i=1443274106&uo=4
783,84,"""Do What U Want""",Lady Gaga featuring R. Kelly,2014,Do What U Want,5XKXMWPACPq51OiqzxenZo,True,https://i.scdn.co/image/ab67616d0000b273baa4fdc6aab2fd6801fc1434,2013-10-21,,Do What U Want (feat. Christina Aguilera),1444321315,Pop,216378,https://music.apple.com/us/album/do-what-u-want-feat-christina-aguilera/1444321309?i=1444321315&uo=4
784,85,"""Can't Remember to Forget You""",Shakira featuring Rihanna,2014,Can't Remember to Forget You (feat. Rihanna),2Sh4sAOfnSHEVKFyysxzat,False,https://i.scdn.co/image/ab67616d0000b2736acbe587dd91d142c5e364e1,2014-03-14,https://p.scdn.co/mp3-preview/97f42edb92e4676d1c753d01de2e1e0f29ed8a67?cid=914d599079cf414bb7441d9c09e8dd1d,Can't Remember to Forget You (Fedde Le Grand Remix) [feat. Rihanna],1487072939,Pop,313904,https://music.apple.com/us/album/cant-remember-to-forget-you-fedde-le-grand-remix-feat/839680576?i=839680609&uo=4
785,86,"""Amnesia""",5 Seconds of Summer,2014,Amnesia,1JCCdiru7fhstOIF4N7WJC,False,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,2014-06-27,,Amnesia,1440857878,Pop,237631,https://music.apple.com/us/album/amnesia/1440857440?i=1440857878&uo=4
786,87,"""No Mediocre""",T.I. featuring Iggy Azalea,2014,No Mediocre (feat. Iggy Azalea),0SqUFLaRXwufRUsJ0t4dXB,True,https://i.scdn.co/image/ab67616d0000b273d5fa47d88e82a737f7665323,2014-10-17,https://p.scdn.co/mp3-preview/c229bc564d685af740ab0e01f765801807c624cc?cid=914d599079cf414bb7441d9c09e8dd1d,No Mediocre (feat. Iggy Azalea),919239425,Hip-Hop/Rap,202213,https://music.apple.com/us/album/no-mediocre-feat-iggy-azalea/919239389?i=919239425&uo=4
787,88,"""Come with Me Now""",KONGOS,2014,Come with Me Now,2kWowW0k4oFymhkr7LmvzO,False,https://i.scdn.co/image/ab67616d0000b27367ff87e2839c5c93bb6e6a6a,2014-01-27,https://p.scdn.co/mp3-preview/f846ecc31a6914d930ab0efb466556be41fa6032?cid=914d599079cf414bb7441d9c09e8dd1d,Come With Me Now,807600196,Alternative,211960,https://music.apple.com/us/album/come-with-me-now/807600188?i=807600196&uo=4
788,89,"""Believe Me""",Lil Wayne featuring Drake,2014,Believe Me,44xO8889yUQHn70P73NILS,False,https://i.scdn.co/image/ab67616d0000b273ddc685f76ffabc0e9aea6aab,2021-01-22,,Believe Me (feat. Drake),1445298173,Hip-Hop/Rap,337594,https://music.apple.com/us/album/believe-me-feat-drake/1445298168?i=1445298173&uo=4
789,90,"""23""","Mike WiLL Made-It featuring Miley Cyrus, Wiz Khalifa, and Juicy J",2014,23,4PuAqZlL1tkidkuxfDlLbF,False,https://i.scdn.co/image/ab67616d0000b273cf59a62f06c6020a8ed9180b,2021-09-09,,"23 (feat. Miley Cyrus, Wiz Khalifa & Juicy J)",1445021082,Hip-Hop/Rap,252514,https://music.apple.com/us/album/23-feat-miley-cyrus-wiz-khalifa-juicy-j/1445021020?i=1445021082&uo=4
790,91,"""Beachin'""",Jake Owen,2014,Beachin',5dNGORzxFb5z3v7vSAFkTU,False,https://i.scdn.co/image/ab67616d0000b2737a1cb3fa39a383468d5cadfc,2013-12-02,https://p.scdn.co/mp3-preview/289ce974bdbc7e71578c27fc27b6d2833ba603b0?cid=914d599079cf414bb7441d9c09e8dd1d,Beachin',719348016,Country,191395,https://music.apple.com/us/album/beachin/719347974?i=719348016&uo=4
791,92,"""White Walls""",Macklemore & Ryan Lewis featuring ScHoolboy Q and Hollis,2014,White Walls (feat. ScHoolboy Q & Hollis),1o1Pny4JcE3LdUBeBedbm6,True,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,2012-10-09,https://p.scdn.co/mp3-preview/bb47222b52395ecb539846f921405b54524679d0?cid=914d599079cf414bb7441d9c09e8dd1d,White Walls (feat. ScHoolboy Q),560097803,Hip-Hop,220319,https://music.apple.com/us/album/white-walls-feat-schoolboy-q/560097651?i=560097803&uo=4
792,93,"""She Looks So Perfect""",5 Seconds of Summer,2014,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,False,https://i.scdn.co/image/ab67616d0000b27393432e914046a003229378da,2014-06-27,,She Looks So Perfect,1470616512,Pop,202496,https://music.apple.com/us/album/she-looks-so-perfect/1470616507?i=1470616512&uo=4
793,94,"""Stay the Night""",Zedd featuring Hayley Williams,2014,Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,False,https://i.scdn.co/image/ab67616d0000b2734354ea20731fa90da93e12c7,2012,,Stay the Night (feat. Hayley Williams),372480990,Dance,217344,https://music.apple.com/us/album/stay-the-night-feat-hayley-williams/1440818485?i=1440818685&uo=4
794,95,"""Partition""",Beyoncé,2014,Partition,5hgnY0mVcVetszbb85qeDg,True,https://i.scdn.co/image/ab67616d0000b2730d1d6e9325275f104f8e33f3,2014-11-24,https://p.scdn.co/mp3-preview/4d8037d94c7201452f63ebd6a3c38adf1a8f72a9?cid=914d599079cf414bb7441d9c09e8dd1d,Partition,780330377,Pop,319466,https://music.apple.com/us/album/partition/780330041?i=780330377&uo=4
795,96,"""Studio""",ScHoolboy Q featuring BJ the Chicago Kid,2014,Studio,29gsi1zZrZxdStACmTQB0Z,True,https://i.scdn.co/image/ab67616d0000b27336977e237a8f70ec6c990636,2014-01-01,,Studio (feat. BJ the Chicago Kid),1440863813,Hip-Hop/Rap,278066,https://music.apple.com/us/album/studio-feat-bj-the-chicago-kid/1440863327?i=1440863813&uo=4
796,97,"""0 to 100 / The Catch Up""",Drake,2014,0 To 100 / The Catch Up,4jtyUzZm9WLc2AdaJ1dso7,True,https://i.scdn.co/image/ab67616d0000b2732b83df1b3ca78269f49fa89f,2013-07-14,,0 To 100 / The Catch Up,1445314162,Hip-Hop/Rap,275227,https://music.apple.com/us/album/0-to-100-the-catch-up/1445314084?i=1445314162&uo=4
797,98,"""I Don't Dance""",Lee Brice,2014,I Don't Dance,5aj0xPGiEUN3aI2oOYu14S,False,https://i.scdn.co/image/ab67616d0000b273e4d79c56c88a996b4d64d099,2014-09-09,https://p.scdn.co/mp3-preview/947015c09dc710c84a157e6303630d1082fc1cfd?cid=914d599079cf414bb7441d9c09e8dd1d,I Don't Dance,893013343,Country,239187,https://music.apple.com/us/album/i-dont-dance/893013337?i=893013343&uo=4
798,99,"""Somethin' Bad""",Miranda Lambert and Carrie Underwood,2014,Somethin' Bad (with Carrie Underwood) - Duet with Carrie Underwood [Album],6s9m5J92By7jii22Q2XtY2,False,https://i.scdn.co/image/ab67616d0000b27377e9a2078bad0d1abb644135,2014-06-02,https://p.scdn.co/mp3-preview/703f681ce22be7f3c9d36aed18f110fd457652f6?cid=914d599079cf414bb7441d9c09e8dd1d,Somethin' Bad (with Carrie Underwood),849069529,Country,169600,https://music.apple.com/us/album/somethin-bad-with-carrie-underwood-duet-version/849069497?i=849069529&uo=4
799,100,"""Adore You""",Miley Cyrus,2014,Adore You,3jjujdWJ72nww5eGnfs2E7,False,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a,2019-12-13,https://p.scdn.co/mp3-preview/66131b40a641da2bef484eb00fc1f4f40f2c33c4?cid=914d599079cf414bb7441d9c09e8dd1d,Adore You,1460315064,Pop,278758,https://music.apple.com/us/album/adore-you/1460315055?i=1460315064&uo=4
800,1,"""Thrift Shop""",Macklemore & Ryan Lewis featuring Wanz,2013,Thrift Shop (feat. Wanz),6CjtS2JZH9RkDz5UVInsa9,True,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,2012-10-09,https://p.scdn.co/mp3-preview/980e86fa04510eb598581dbbe4866417767540ea?cid=914d599079cf414bb7441d9c09e8dd1d,Thrift Shop,560148921,Hip-Hop/Rap,235613,https://music.apple.com/us/album/thrift-shop/560148910?i=560148921&uo=4
801,2,"""Blurred Lines""",Robin Thicke featuring T.I. and Pharrell Williams,2013,Blurred Lines,0n4bITAu0Y0nigrz3MFJMb,False,https://i.scdn.co/image/ab67616d0000b273bf4733171d920f2a62b24713,2013-01-01,,Blurred Lines (feat. T.I. & Pharrell),1443274106,Pop,262652,https://music.apple.com/us/album/blurred-lines-feat-t-i-pharrell/1443274094?i=1443274106&uo=4
802,3,"""Radioactive""",Imagine Dragons,2013,Radioactive,4G8gkOterJn0Ywt6uhqbhp,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,Radioactive,1440873126,Alternative,186813,https://music.apple.com/us/album/radioactive/1440873107?i=1440873126&uo=4
803,4,"""Harlem Shake""",Baauer,2013,Harlem Shake,01XFgRZfZI7oBagNf1Loml,False,https://i.scdn.co/image/ab67616d0000b273bce7a01cbaffe3e94e5323f5,2013-02-12,https://p.scdn.co/mp3-preview/b5605152f3e9a92584128413001563fc5c00bb93?cid=914d599079cf414bb7441d9c09e8dd1d,Harlem Shake,874333870,Dance,196664,https://music.apple.com/us/album/harlem-shake/601136812?i=601136935&uo=4
804,5,"""Can't Hold Us""",Macklemore & Ryan Lewis featuring Ray Dalton,2013,Can't Hold Us (feat. Ray Dalton),3bidbhpOYeV4knp8AIu8Xn,False,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,2012-10-09,https://p.scdn.co/mp3-preview/2923c8550698ef521c6766f14eacc7c19ddae8b8?cid=914d599079cf414bb7441d9c09e8dd1d,Can't Hold Us,560097694,Fitness & Workout,270320,https://music.apple.com/us/album/cant-hold-us-workout-mix/883909775?i=883909816&uo=4
805,6,"""Mirrors""",Justin Timberlake,2013,Mirrors,4rHZZAmHpZrA3iH5zx8frV,False,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,2013-03-15,https://p.scdn.co/mp3-preview/371930236acc9881c48703786b0e82bb70371628?cid=914d599079cf414bb7441d9c09e8dd1d,Mirrors,618261614,Pop,277185,https://music.apple.com/us/album/mirrors-radio-edit/618261177?i=618261614&uo=4
806,7,"""Just Give Me a Reason""",Pink featuring Nate Ruess,2013,Just Give Me a Reason (feat. Nate Ruess),1mKXFLRA179hdOWQBwUk9e,False,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,2012-09-18,https://p.scdn.co/mp3-preview/93229cab132c82826b3344c309e9563a3c0346d9?cid=914d599079cf414bb7441d9c09e8dd1d,Just Give Me a Reason (feat. Nate Ruess),545398139,Pop,242721,https://music.apple.com/us/album/just-give-me-a-reason-feat-nate-ruess/545398133?i=545398139&uo=4
807,8,"""When I Was Your Man""",Bruno Mars,2013,When I Was Your Man,0nJW01T7XtvILxQgC5J7Wh,False,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2012-12-07,https://p.scdn.co/mp3-preview/512a0d69ca896f94f78859bb2e25b42d3836110e?cid=914d599079cf414bb7441d9c09e8dd1d,When I Was Your Man,573962555,Pop,213827,https://music.apple.com/us/album/when-i-was-your-man/573962245?i=573962555&uo=4
808,9,"""Cruise""",Florida Georgia Line featuring Nelly,2013,Cruise,0i5el041vd6nxrGEU8QRxy,False,https://i.scdn.co/image/ab67616d0000b273f5601676db551cb2a09e70a0,2012-01-01,,Cruise (feat. Nelly),1452859959,Country,215892,https://music.apple.com/us/music-video/cruise-feat-nelly-remix-closed-captioned/1452859959?uo=4
809,10,"""Roar""",Katy Perry,2013,Roar,27tNWlhdAryQY04Gb2ZhUI,False,https://i.scdn.co/image/ab67616d0000b2731e9a057052d59004caf47e22,2013-01-01,,Roar,1440818897,Pop,223546,https://music.apple.com/us/album/roar/1440818542?i=1440818897&uo=4
810,11,"""Locked Out of Heaven""",Bruno Mars,2013,Locked out of Heaven,3w3y8KPTfNeOKPiqUTakBh,False,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2012-12-07,https://p.scdn.co/mp3-preview/4b3bedd0366b3ebe72a20ece0d596fac196a5b3f?cid=914d599079cf414bb7441d9c09e8dd1d,Locked Out of Heaven,573962551,Pop,233478,https://music.apple.com/us/album/locked-out-of-heaven/573962245?i=573962551&uo=4
811,12,"""Ho Hey""",The Lumineers,2013,Ho Hey,0W4Kpfp1w2xkY3PrV714B7,False,https://i.scdn.co/image/ab67616d0000b2734241433fb84b10663492c0e3,2012-04-03,https://p.scdn.co/mp3-preview/ebe83a0296135a5680bcec9d1164800bcd99be91?cid=914d599079cf414bb7441d9c09e8dd1d,Ho Hey,927454530,Alternative,163133,https://music.apple.com/us/album/ho-hey/927454471?i=927454530&uo=4
