,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url,itunes_name,genre,trackTime,trackView
177,78,"""The Woo""",Pop Smoke featuring 50 Cent and Roddy Ricch,2020,The Woo (feat. 50 Cent & Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,,The Woo (feat. 50 Cent & Roddy Ricch),Hip-Hop/Rap,201600,https://music.apple.com/us/album/the-woo-feat-50-cent-roddy-ricch/1521889004?i=1521889713&uo=4
178,79,"""Sum 2 Prove""",Lil Baby,2020,Sum 2 Prove,True,https://i.scdn.co/image/ab67616d0000b273f46a9ad551acbdab8f72fd89,2020-02-28,,Sum 2 Prove,Hip-Hop/Rap,205760,https://music.apple.com/us/album/sum-2-prove/1494073580?i=1494073581&uo=4
179,80,"""Stuck with U""",Ariana Grande and Justin Bieber,2020,Stuck with U (with Justin Bieber),False,https://i.scdn.co/image/ab67616d0000b2732babb9dbd8f5146112f1bf86,2020-05-08,,Stuck with U,Pop,228482,https://music.apple.com/us/album/stuck-with-u/1511562938?i=1511562950&uo=4
180,81,"""Mood Swings""",Pop Smoke featuring Lil Tjay,2020,Mood Swings (feat. Lil Tjay),True,https://i.scdn.co/image/ab67616d0000b27377ada0863603903f57b34369,2020-07-03,,Mood Swings (feat. Lil Tjay),Hip-Hop/Rap,213333,https://music.apple.com/us/album/mood-swings-feat-lil-tjay/1521889004?i=1521889940&uo=4
181,82,"""You Should Be Sad""",Halsey,2020,You should be sad,True,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,2020-01-17,,You should be sad,Alternative,205473,https://music.apple.com/us/album/you-should-be-sad/1479627997?i=1479628006&uo=4
182,83,"""Dior""",Pop Smoke,2020,Dior,True,https://i.scdn.co/image/ab67616d0000b2738fe5d04b06aff90f9fe796f5,2019-07-26,,Dior,Hip-Hop/Rap,216387,https://music.apple.com/us/album/dior/1473525230?i=1473525510&uo=4
183,84,"""Supalonely""",Benee featuring Gus Dapperton,2020,Supalonely,True,https://i.scdn.co/image/ab67616d0000b27382f4ec53c54bdd5be4eed4a0,2019-11-15,,Supalonely (feat. Gus Dapperton),Alternative,223488,https://music.apple.com/us/album/supalonely-feat-gus-dapperton/1486928133?i=1486928237&uo=4
184,85,"""Even Though I'm Leaving""",Luke Combs,2020,Even Though I'm Leaving,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/b6f753542e1dfa900a7453371250b6231b2ae862?cid=914d599079cf414bb7441d9c09e8dd1d,Even Though I'm Leaving,Country,225253,https://music.apple.com/us/album/even-though-im-leaving/1479453822?i=1479453825&uo=4
185,86,"""The Scotts""",The Scotts (Travis Scott and Kid Cudi),2020,THE SCOTTS,True,https://i.scdn.co/image/ab67616d0000b27311d6f8c713ef93a9bb64ddfe,2020-04-24,https://p.scdn.co/mp3-preview/9c70bd609dc103c7c8732967565d73ac643d5549?cid=914d599079cf414bb7441d9c09e8dd1d,THE SCOTTS,Hip-Hop/Rap,165978,https://music.apple.com/us/album/the-scotts/1509730426?i=1509730429&uo=4
186,87,"""Juicy""",Doja Cat and Tyga,2020,Juicy,True,https://i.scdn.co/image/ab67616d0000b27382b243023b937fd579a35533,2019-11-07,https://p.scdn.co/mp3-preview/dbccdff0968392a75b308be28f28182031350a4a?cid=914d599079cf414bb7441d9c09e8dd1d,Juicy,R&B/Soul,203093,https://music.apple.com/us/album/juicy/1486262969?i=1486263372&uo=4
187,88,"""Be Like That""","Kane Brown, Swae Lee and Khalid",2020,Be Like That - feat. Swae Lee & Khalid,False,https://i.scdn.co/image/ab67616d0000b273b670be86ddfa9d49caa56971,2020-07-10,https://p.scdn.co/mp3-preview/b988024d4b7d4621461f88d09f2dfed49b786c33?cid=914d599079cf414bb7441d9c09e8dd1d,Be Like That,Pop,195680,https://music.apple.com/us/album/be-like-that-moti-remix/1532243946?i=1532243963&uo=4
188,89,"""Homesick""",Kane Brown,2020,Homesick,False,https://i.scdn.co/image/ab67616d0000b273c61fe3be705958234977faaa,2019-11-01,https://p.scdn.co/mp3-preview/8ead2e878e509f801b8655647c591206c9a4a123?cid=914d599079cf414bb7441d9c09e8dd1d,Homesick,Country,205405,https://music.apple.com/us/album/homesick/1434750138?i=1434750237&uo=4
189,90,"""Rags2Riches""",Rod Wave featuring ATR Son Son,2020,Rags2Riches 2 (feat. Lil Baby),True,https://i.scdn.co/image/ab67616d0000b273b3d45b74fdf99c9cc88497d3,2020-08-07,https://p.scdn.co/mp3-preview/5a5a322b1cc086050603eef49168a6cfaf271d91?cid=914d599079cf414bb7441d9c09e8dd1d,Rags2Riches (feat. ATR Son Son),Hip-Hop/Rap,167147,https://music.apple.com/us/album/rags2riches-feat-atr-son-son/1574559019?i=1574559029&uo=4
190,91,"""Bluebird""",Miranda Lambert,2020,Bluebird,False,https://i.scdn.co/image/ab67616d0000b273753e552f06e10a4987ea455b,2019-11-01,https://p.scdn.co/mp3-preview/05501958aa1af408d0bf2ca24915609428fa848c?cid=914d599079cf414bb7441d9c09e8dd1d,Bluebird,Country,209760,https://music.apple.com/us/album/bluebird/1475872912?i=1475873104&uo=4
191,92,"""Wishing Well""",Juice Wrld,2020,Wishing Well,True,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,2020-07-10,,Wishing Well,Hip-Hop/Rap,194621,https://music.apple.com/us/album/wishing-well/1526561014?i=1526562185&uo=4
192,93,"""Does to Me""",Luke Combs featuring Eric Church,2020,Does To Me (feat. Eric Church),False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/b7f689c45c78c001656aa263fb806d95dd91054f?cid=914d599079cf414bb7441d9c09e8dd1d,Does To Me (feat. Eric Church),Country,223760,https://music.apple.com/us/album/does-to-me-feat-eric-church/1479453822?i=1479454017&uo=4
193,94,"""Pussy Fairy (OTW)""",Jhené Aiko,2020,Pussy Fairy (Otw),True,https://i.scdn.co/image/ab67616d0000b273ab5a0bcdb60cbce035b0876d,2020-04-01,https://p.scdn.co/mp3-preview/6f25dcff8d95908cf80f64b104be93169bff1e0b?cid=914d599079cf414bb7441d9c09e8dd1d,P*$$Y Fairy (OTW),R&B/Soul,181860,https://music.apple.com/us/album/p-%24%24y-fairy-otw/1494544267?i=1494544268&uo=4
194,95,"""ILY (I Love You Baby)""",Surf Mesa featuring Emilee,2020,ily (i love you baby) (feat. Emilee),False,https://i.scdn.co/image/ab67616d0000b273b3de5764cc02f94714487c86,2019-11-26,,ily (i love you baby) [feat. Emilee],Dance,176547,https://music.apple.com/us/album/ily-i-love-you-baby-feat-emilee/1500359558?i=1500359571&uo=4
195,96,"""More Than My Hometown""",Morgan Wallen,2020,More Than My Hometown,False,https://i.scdn.co/image/ab67616d0000b2737d6813fd233f3bc4977cceca,2021-01-08,,More Than My Hometown,Country,216573,https://music.apple.com/us/album/more-than-my-hometown/1540314609?i=1540315792&uo=4
196,97,"""Lovin' on You""",Luke Combs,2020,Lovin' On You,False,https://i.scdn.co/image/ab67616d0000b273429d8ec28f865acf2a927c2d,2019-11-08,https://p.scdn.co/mp3-preview/710716c62fe44ec389ae203e633c05b6248d222a?cid=914d599079cf414bb7441d9c09e8dd1d,Lovin' on You,Country,195093,https://music.apple.com/us/album/lovin-on-you/1527782144?i=1527782149&uo=4
197,98,"""Said Sum""",Moneybagg Yo,2020,Said Sum,True,https://i.scdn.co/image/ab67616d0000b273b0c27c2c071c9dbef50ee8d9,2020-09-18,,Said Sum (Remix),Hip-Hop/Rap,177704,https://music.apple.com/us/album/said-sum-remix-feat-city-girls-dababy/1531791781?i=1531791782&uo=4
198,99,"""Slide""",H.E.R. featuring YG,2020,Slide,False,https://i.scdn.co/image/ab67616d0000b273eda9478c39a21e1cdc6609ca,1998-09-11,https://p.scdn.co/mp3-preview/0b5bcd2381d30040b49d8919dcb5721facfa66ea?cid=914d599079cf414bb7441d9c09e8dd1d,Slide (feat. YG),R&B/Soul,238321,https://music.apple.com/us/album/slide-feat-yg/1481099934?i=1481099935&uo=4
199,100,"""Walk Em Down""",NLE Choppa featuring Roddy Ricch,2020,Walk Em Down (feat. Roddy Ricch),True,https://i.scdn.co/image/ab67616d0000b273d4ee870db20a5a50b8714260,2020-08-10,https://p.scdn.co/mp3-preview/9318a7dd4b07a5260433e959f8b1b55c4d261f96?cid=914d599079cf414bb7441d9c09e8dd1d,Walk Em Down (feat. Roddy Ricch),Hip-Hop/Rap,173288,https://music.apple.com/us/album/walk-em-down-feat-roddy-ricch/1525254127?i=1525254134&uo=4
200,1,"""Old Town Road""",Lil Nas X featuring Billy Ray Cyrus,2019,Old Town Road - Remix,False,https://i.scdn.co/image/ab67616d0000b273c0e7bf5cdd630f314f20586a,2019-06-21,https://p.scdn.co/mp3-preview/b1b4f28e5b4fc6791db78234435a20a7704c7774?cid=914d599079cf414bb7441d9c09e8dd1d,Old Town Road (feat. Billy Ray Cyrus),Country,157067,https://music.apple.com/us/album/old-town-road-feat-billy-ray-cyrus-remix/1458638377?i=1458638381&uo=4
201,2,"""Sunflower""",Post Malone and Swae Lee,2019,Sunflower,True,https://i.scdn.co/image/ab67616d0000b27315f4cfd072793fa7532e674a,2017-03-22,https://p.scdn.co/mp3-preview/9cb556a47be68658a4a9b9284291c19680b9d5a6?cid=914d599079cf414bb7441d9c09e8dd1d,Sunflower,Hip-Hop/Rap,158040,https://music.apple.com/us/album/sunflower-spider-man-into-the-spider-verse/1445949265?i=1445949267&uo=4
202,3,"""Without Me""",Halsey,2019,Without Me,True,https://i.scdn.co/image/ab67616d0000b2736ca5c90113b30c3c43ffb8f4,2002-05-26,,Without Me,Alternative,201661,https://music.apple.com/us/album/without-me/1437572573?i=1437572583&uo=4
203,4,"""Bad Guy""",Billie Eilish,2019,bad guy,False,https://i.scdn.co/image/ab67616d0000b27350a3147b4edd7701a876c6ce,2019-03-29,,bad guy,Alternative,194088,https://music.apple.com/us/album/bad-guy/1450695723?i=1450695739&uo=4
204,5,"""Wow""",Post Malone,2019,Wow.,True,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,,Wow.,Hip-Hop/Rap,149501,https://music.apple.com/us/album/wow/1447203905?i=1447204033&uo=4
205,6,"""Happier""",Marshmello and Bastille,2019,Happier Than Ever,True,https://i.scdn.co/image/ab67616d0000b2732a038d3bf875d23e4aeaa84e,2021-07-30,,Happier,Dance,214290,https://music.apple.com/us/album/happier/1424703172?i=1424704480&uo=4
206,7,"""7 Rings""",Ariana Grande,2019,7 rings,True,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2019-02-08,,7 rings,Pop,178631,https://music.apple.com/us/album/7-rings/1450330588?i=1450330685&uo=4
207,8,"""Talk""",Khalid,2019,Talking to the Moon,False,https://i.scdn.co/image/ab67616d0000b273f6b55ca93bd33211227b502b,2010-10-05,https://p.scdn.co/mp3-preview/2e4ae8810692eba545c70878d504321a1017e708?cid=914d599079cf414bb7441d9c09e8dd1d,Talk,R&B/Soul,197573,https://music.apple.com/us/album/talk/1455151397?i=1455151648&uo=4
208,9,"""Sicko Mode""",Travis Scott,2019,SICKO MODE,True,https://i.scdn.co/image/ab67616d0000b273072e9faef2ef7b6db63834a3,2018-08-03,https://p.scdn.co/mp3-preview/fdacf2ab74a6022499f95f0d196a6a41bea5f406?cid=914d599079cf414bb7441d9c09e8dd1d,SICKO MODE,Hip-Hop/Rap,312820,https://music.apple.com/us/album/sicko-mode/1421241217?i=1421242781&uo=4
209,10,"""Sucker""",Jonas Brothers,2019,Sucker,False,https://i.scdn.co/image/ab67616d0000b273de1a3a5eaa0c75bb18e7b597,2019-06-07,,Sucker - Jonas Brothers,Pop,183066,https://music.apple.com/us/album/sucker-jonas-brothers-cover-en-espa%C3%B1ol/1509997306?i=1509997310&uo=4
210,11,"""High Hopes""",Panic! at the Disco,2019,High Hopes,False,https://i.scdn.co/image/ab67616d0000b273c5148520a59be191eea16989,2018-06-22,https://p.scdn.co/mp3-preview/54e6156dfc1f164e3dd8a1cda484cbcccfe4749f?cid=914d599079cf414bb7441d9c09e8dd1d,High Hopes,Alternative,190947,https://music.apple.com/us/album/high-hopes/1361152002?i=1361152303&uo=4
211,12,"""Thank U, Next""",Ariana Grande,2019,"thank u, next",True,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2019-02-08,,"thank u, next",Pop,389681,https://music.apple.com/us/album/thank-u-next-live/1492312361?i=1492312868&uo=4
212,13,"""Truth Hurts""",Lizzo,2019,Truth Hurts,True,https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,2019-04-19,https://p.scdn.co/mp3-preview/facf34b23f9462b22b3e63486adbb8697edc9812?cid=914d599079cf414bb7441d9c09e8dd1d,Truth Hurts,Pop,173325,https://music.apple.com/us/album/truth-hurts/1494981947?i=1494981961&uo=4
213,14,"""Dancing with a Stranger""",Sam Smith and Normani,2019,Dancing With A Stranger (with Normani),False,https://i.scdn.co/image/ab67616d0000b2733b52eca47232bedfbb5e9443,2019-01-11,,Dancing with a Stranger,Pop,171030,https://music.apple.com/us/album/dancing-with-a-stranger/1447334977?i=1447334978&uo=4
214,15,"""Señorita""",Shawn Mendes and Camila Cabello,2019,Señorita,False,https://i.scdn.co/image/ab67616d0000b273e6095c382c2853667c1623eb,2019-06-21,,Señorita,Pop,190950,https://music.apple.com/us/album/se%C3%B1orita/1474313635?i=1474313941&uo=4
215,16,"""I Don't Care""",Ed Sheeran and Justin Bieber,2019,I Don't Care (with Justin Bieber),False,https://i.scdn.co/image/ab67616d0000b27357cc434093fd4b6af7500fd8,2019-05-10,https://p.scdn.co/mp3-preview/09c175d9fdcea018621bd9daaab9b136bd15c3e7?cid=914d599079cf414bb7441d9c09e8dd1d,I Don't Care,Pop,219947,https://music.apple.com/us/album/i-dont-care/1464549183?i=1464549844&uo=4
216,17,"""Eastside""","Benny Blanco, Halsey and Khalid",2019,Eastside (with Halsey & Khalid),False,https://i.scdn.co/image/ab67616d0000b2733154f0bdf9a17385d7afc6ba,2018-07-12,,"Eastside (Benny Blanco, Halsey & Khalid Cover Mix)",Pop,172896,https://music.apple.com/us/album/eastside-benny-blanco-halsey-khalid-cover-mix/1439415267?i=1439415311&uo=4
217,18,"""Going Bad""",Meek Mill featuring Drake,2019,Going Bad (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b273cd63c5962050729d260077d6,2018-11-30,https://p.scdn.co/mp3-preview/486c02a7e5dcdcd73ad3e5534f8a55610b8851e2?cid=914d599079cf414bb7441d9c09e8dd1d,Going Bad (feat. Drake),Hip-Hop/Rap,180522,https://music.apple.com/us/album/going-bad-feat-drake/1445099321?i=1445099332&uo=4
218,19,"""Shallow""",Lady Gaga and Bradley Cooper,2019,Shallow,False,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342,2018-10-05,,Shallow,Soundtrack,215737,https://music.apple.com/us/album/shallow/1434371867?i=1434371887&uo=4
219,20,"""Better""",Khalid,2019,Better Days (NEIKED x Mae Muller x Polo G),False,https://i.scdn.co/image/ab67616d0000b2736b742298f7f36717855c4caf,2021-09-24,,Better,R&B/Soul,229319,https://music.apple.com/us/album/better/1438912699?i=1438913057&uo=4
220,21,"""No Guidance""",Chris Brown featuring Drake,2019,No Guidance (feat. Drake),True,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,2019-06-28,https://p.scdn.co/mp3-preview/2d163f351fe6e6d2df9c848e3864e77293c1bb57?cid=914d599079cf414bb7441d9c09e8dd1d,No Guidance (feat. Drake),R&B/Soul,260645,https://music.apple.com/us/album/no-guidance-feat-drake/1481623861?i=1481623884&uo=4
221,22,"""Girls Like You""",Maroon 5 featuring Cardi B,2019,Girls Like You,True,https://i.scdn.co/image/ab67616d0000b273fc4852898bc6ed85b3e3f89c,2018-06-15,,Girls Like You (feat. Cardi B),Pop,235545,https://music.apple.com/us/album/girls-like-you-feat-cardi-b/1381588297?i=1381589780&uo=4
222,23,"""Sweet but Psycho""",Ava Max,2019,Sweet but Psycho,False,https://i.scdn.co/image/ab67616d0000b2739a95e89d24214b94de36ccf7,2020-09-18,https://p.scdn.co/mp3-preview/e9d7268400bb79d9cd0552042388b37904f72a5f?cid=914d599079cf414bb7441d9c09e8dd1d,Sweet but Psycho,Pop,187436,https://music.apple.com/us/album/sweet-but-psycho/1538214602?i=1538214889&uo=4
223,24,"""Suge""",DaBaby,2019,Suge,True,https://i.scdn.co/image/ab67616d0000b27374d72ebd51dd5781d5f83ffd,2019-03-01,,Suge,Hip-Hop/Rap,163320,https://music.apple.com/us/album/suge/1454074600?i=1454074602&uo=4
224,25,"""Middle Child""",J. Cole,2019,MIDDLE CHILD,True,https://i.scdn.co/image/ab67616d0000b2737f37a4001ae7d8be430bd91b,2019-01-23,,MIDDLE CHILD,Hip-Hop/Rap,213594,https://music.apple.com/us/album/middle-child/1450405852?i=1450406004&uo=4
225,26,"""Drip Too Hard""",Lil Baby and Gunna,2019,Drip Too Hard (Lil Baby & Gunna),True,https://i.scdn.co/image/ab67616d0000b273ce159a3ba2096e13fa9d4b4c,2018-10-05,,Drip Too Hard,Hip-Hop/Rap,145543,https://music.apple.com/us/album/drip-too-hard/1437955279?i=1437955726&uo=4
226,27,"""Someone You Loved""",Lewis Capaldi,2019,Someone You Loved,False,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,2019-05-17,,Someone You Loved (Lewis Capaldi),Pop,193647,https://music.apple.com/us/album/someone-you-loved-lewis-capaldi/1517396584?i=1517396585&uo=4
227,28,"""Ransom""",Lil Tecca,2019,Ransom,True,https://i.scdn.co/image/ab67616d0000b273bd69bbde4aeee723d6d08058,2019-08-30,,Ransom,Hip-Hop/Rap,171179,https://music.apple.com/us/album/ransom-remix/1478189929?i=1478190126&uo=4
228,29,"""If I Can't Have You""",Shawn Mendes,2019,If I Can't Have You,False,https://i.scdn.co/image/ab67616d0000b273625acd26e0e455312667565f,2019-05-03,,If I Can't Have You,Pop,190754,https://music.apple.com/us/album/if-i-cant-have-you/1460840847?i=1460840853&uo=4
229,30,"""Goodbyes""",Post Malone featuring Young Thug,2019,Goodbyes (feat. Young Thug),True,https://i.scdn.co/image/ab67616d0000b2739478c87599550dd73bfa7e02,2019-09-06,,Goodbyes (feat. Young Thug),Hip-Hop/Rap,174947,https://music.apple.com/us/album/goodbyes-feat-young-thug/1470523856?i=1470523861&uo=4
230,31,"""Zeze""",Kodak Black featuring Travis Scott and Offset,2019,ZEZE (feat. Travis Scott & Offset),True,https://i.scdn.co/image/ab67616d0000b273f9508eb3070b95ceeb82788b,2018-12-14,https://p.scdn.co/mp3-preview/453b83cc7be76ec2ee4b59cb801aef95960cd8ab?cid=914d599079cf414bb7441d9c09e8dd1d,ZEZE (feat. Travis Scott & Offset),Hip-Hop/Rap,228760,https://music.apple.com/us/album/zeze-feat-travis-scott-offset/1446040607?i=1446040612&uo=4
231,32,"""Better Now""",Post Malone,2019,Better Now,True,https://i.scdn.co/image/ab67616d0000b273b1c4b76e23414c9f20242268,2018-04-27,,Better Now,Hip-Hop/Rap,231261,https://music.apple.com/us/album/better-now/1373516902?i=1373517313&uo=4
232,33,"""Youngblood""",5 Seconds of Summer,2019,Youngblood,False,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,2018-06-15,,Youngblood,Pop,203418,https://music.apple.com/us/album/youngblood/1369109074?i=1369109322&uo=4
233,34,"""Money in the Grave""",Drake featuring Rick Ross,2019,Money In The Grave (Drake ft. Rick Ross),True,https://i.scdn.co/image/ab67616d0000b2733f3b653b0a7b9e889a712c3d,2019-06-15,,Money In The Grave (feat. Rick Ross),Hip-Hop/Rap,205369,https://music.apple.com/us/album/money-in-the-grave-feat-rick-ross/1468617896?i=1468618077&uo=4
234,35,"""Speechless""",Dan + Shay,2019,Speechless,False,https://i.scdn.co/image/ab67616d0000b27305e4408393e1c81a8ab1bf26,2018-06-22,https://p.scdn.co/mp3-preview/852e9d713d5dfa4ebd85144a5b51bfd7ccdc22ed?cid=914d599079cf414bb7441d9c09e8dd1d,Speechless,Country,212747,https://music.apple.com/us/album/speechless/1383989073?i=1383989668&uo=4
235,36,"""Break Up with Your Girlfriend, I'm Bored""",Ariana Grande,2019,"break up with your girlfriend, i'm bored",True,https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2019-02-08,,"break up with your girlfriend, i'm bored",Pop,190408,https://music.apple.com/us/album/break-up-with-your-girlfriend-im-bored/1450330588?i=1450330687&uo=4
236,37,"""Please Me""",Cardi B and Bruno Mars,2019,Please Me,True,https://i.scdn.co/image/ab67616d0000b273288883647008cefba0db5402,2019-02-15,https://p.scdn.co/mp3-preview/83f5801adf5325fcc5dfe0cb4cb8497ea84723fb?cid=914d599079cf414bb7441d9c09e8dd1d,Please Me,Hip-Hop/Rap,200890,https://music.apple.com/us/album/please-me/1453056901?i=1453056904&uo=4
237,38,"""Money""",Cardi B,2019,Monëy so big,True,https://i.scdn.co/image/ab67616d0000b273b20fdc3ee4c262693cfdf005,2021-09-10,https://p.scdn.co/mp3-preview/aacc7f41d4703bcbe1fe6e2a4b27e20b8ac94dee?cid=914d599079cf414bb7441d9c09e8dd1d,Money,Hip-Hop/Rap,183527,https://music.apple.com/us/album/money/1439777399?i=1439777400&uo=4
238,39,"""You Need to Calm Down""",Taylor Swift,2019,You Need To Calm Down,False,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2019-08-23,,You Need To Calm Down,Pop,171352,https://music.apple.com/us/album/you-need-to-calm-down/1468058165?i=1468058704&uo=4
239,40,"""Panini""",Lil Nas X,2019,Panini,False,https://i.scdn.co/image/ab67616d0000b273de048a43d03fb53a466c1c9f,2019-09-13,https://p.scdn.co/mp3-preview/19b30906b6732616be9a634daafd0e2f45795918?cid=914d599079cf414bb7441d9c09e8dd1d,Panini,Alternative,114893,https://music.apple.com/us/album/panini/1468166325?i=1468166328&uo=4
240,41,"""Look Back at It""",A Boogie wit da Hoodie,2019,Look Back at It,True,https://i.scdn.co/image/ab67616d0000b273dcfadea246002a5c0fd7b1b8,2018-12-21,https://p.scdn.co/mp3-preview/6a898511c09af98b2f901d832e828a53b8951f8a?cid=914d599079cf414bb7441d9c09e8dd1d,Look Back at It,Hip-Hop/Rap,179450,https://music.apple.com/us/album/look-back-at-it/1445606845?i=1445606856&uo=4
241,42,"""A Lot""",21 Savage,2019,a lot,True,https://i.scdn.co/image/ab67616d0000b273280689ecc5e4b2038bb5e4bd,2018-12-21,https://p.scdn.co/mp3-preview/1fb3f4819c85b41a294b638c06cd562df1f09f80?cid=914d599079cf414bb7441d9c09e8dd1d,a lot,Hip-Hop/Rap,288624,https://music.apple.com/us/album/a-lot/1446918493?i=1446918495&uo=4
242,43,"""Me!""",Taylor Swift featuring Brendon Urie,2019,Meet Me At Our Spot,True,https://i.scdn.co/image/ab67616d0000b273024ea7e883a713a3ad552a71,2020-03-13,,ME! (feat. Brendon Urie of Panic! At the Disco),Pop,193000,https://music.apple.com/us/album/me-feat-brendon-urie-of-panic-at-the-disco/1468058165?i=1468058706&uo=4
243,44,"""Mia""",Bad Bunny featuring Drake,2019,MIA (feat. Drake),False,https://i.scdn.co/image/ab67616d0000b2734d382194384bc6e08eb090f6,2018-10-11,https://p.scdn.co/mp3-preview/b7acebadca24fc8d5e906d4b1dd75f01a3fc243e?cid=914d599079cf414bb7441d9c09e8dd1d,MIA (feat. Drake),Latin,210368,https://music.apple.com/us/album/mia-feat-drake/1438445670?i=1438445674&uo=4
244,45,"""Pop Out""",Polo G featuring Lil Tjay,2019,Pop Out (feat. Lil Tjay),True,https://i.scdn.co/image/ab67616d0000b273ae8b07ecdcf7aadefe00264f,2019-06-07,https://p.scdn.co/mp3-preview/044b9863a49433dc4727e27dd8da04e4b61429c8?cid=914d599079cf414bb7441d9c09e8dd1d,Pop Out (feat. Lil Tjay),Hip-Hop/Rap,166560,https://music.apple.com/us/album/pop-out-feat-lil-tjay/1465993735?i=1465993869&uo=4
245,46,"""Beautiful Crazy""",Luke Combs,2019,Beautiful Crazy,False,https://i.scdn.co/image/ab67616d0000b273ccba76fad1c624c09e72bc78,2018-06-01,https://p.scdn.co/mp3-preview/22bc30ceb0bd5c8175491dfdc7cdeb8c1a3ba6f8?cid=914d599079cf414bb7441d9c09e8dd1d,Beautiful Crazy,Country,193467,https://music.apple.com/us/album/beautiful-crazy/1376705241?i=1376707066&uo=4
246,47,"""Thotiana""",Blueface,2019,Thotiana,True,https://i.scdn.co/image/ab67616d0000b273ab52be56f39be3b2aeb94daa,2018-12-18,https://p.scdn.co/mp3-preview/125fc86d80d9b10eeaed2f3b015383d3509b7b1b?cid=914d599079cf414bb7441d9c09e8dd1d,Thotiana (Remix),Hip-Hop/Rap,297546,https://music.apple.com/us/album/thotiana-remix-feat-cardi-b-yg/1453318870?i=1453318871&uo=4
247,48,"""Lucid Dreams""",Juice Wrld,2019,Lucid Dreams,True,https://i.scdn.co/image/ab67616d0000b273f7db43292a6a99b21b51d5b4,2018-12-10,,Lucid Dreams,Hip-Hop/Rap,239836,https://music.apple.com/us/album/lucid-dreams/1407165109?i=1407165118&uo=4
248,49,"""Mo Bamba""",Sheck Wes,2019,Mo Bamba,True,https://i.scdn.co/image/ab67616d0000b27359cd47039c5b10ed919fbaa8,2018-10-05,,Mo Bamba,Hip-Hop/Rap,183907,https://music.apple.com/us/album/mo-bamba/1438063006?i=1438063138&uo=4
249,50,"""Beautiful People""",Ed Sheeran featuring Khalid,2019,Beautiful People (feat. Khalid),False,https://i.scdn.co/image/ab67616d0000b273358f874d5d31e76a8fe3f6d0,2019-06-28,https://p.scdn.co/mp3-preview/42170e276a9ec9550e2abe8d2d4cba7c21082e45?cid=914d599079cf414bb7441d9c09e8dd1d,Beautiful People (feat. Khalid),Pop,197867,https://music.apple.com/us/album/beautiful-people-feat-khalid/1464549183?i=1464549657&uo=4
250,51,"""Wake Up in the Sky""","Gucci Mane, Bruno Mars and Kodak Black",2019,Wake Up in the Sky,True,https://i.scdn.co/image/ab67616d0000b273b64fc7036d0fccef26f9f7e8,2018-09-14,https://p.scdn.co/mp3-preview/f5bee94f14ae13ee0dcb6580ad369d5411c4e124?cid=914d599079cf414bb7441d9c09e8dd1d,Wake Up in the Sky,Hip-Hop/Rap,203161,https://music.apple.com/us/album/wake-up-in-the-sky/1445409352?i=1445409363&uo=4
251,52,"""Whiskey Glasses""",Morgan Wallen,2019,Whiskey Glasses,False,https://i.scdn.co/image/ab67616d0000b273f9f2dda2df2a695b9bad3440,2018-04-27,https://p.scdn.co/mp3-preview/116439bc4def37fc64e057feb4fd1f19234934f3?cid=914d599079cf414bb7441d9c09e8dd1d,Whiskey Glasses,Country,234347,https://music.apple.com/us/album/whiskey-glasses/1440111976?i=1440111980&uo=4
252,53,"""God's Country""",Blake Shelton,2019,God's Country,False,https://i.scdn.co/image/ab67616d0000b2730d7cfe15d2f94083ccb6ae81,2019-03-29,https://p.scdn.co/mp3-preview/1e7cf5deb871f4c2e7c85b82fa3e65f2c31033e7?cid=914d599079cf414bb7441d9c09e8dd1d,God Gave Me You,Country,230093,https://music.apple.com/us/album/god-gave-me-you/663114146?i=663114228&uo=4
253,54,"""Be Alright""",Dean Lewis,2019,Be Alright,True,https://i.scdn.co/image/ab67616d0000b27313480e8127119dcb882eb53d,2018-06-29,,Be Alright,Singer/Songwriter,196373,https://music.apple.com/us/album/be-alright/1400595841?i=1400596082&uo=4
